step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
1456,  2.42666666666666657E+001,  2.88695197413262520E+002,  2.87534180608462691E+002,  2.92725912788399285E+002,  2.89619631283117712E+002,  2.68015252994980955E+001,  0.00000000000000000E+000,  1.02985631114633151E+002, -7.61790932579029061E+001,  2.89711226632437047E+002,  3.13642429174544268E-001,  0.00000000000000000E+000,  3.96179093257902878E+002
1457,  2.42833333333333350E+001,  2.88678429430501865E+002,  2.87517653020361422E+002,  2.92708489366462004E+002,  2.89603360997973255E+002,  2.68059182858616367E+001,  0.00000000000000000E+000,  1.02903453323619729E+002, -7.60925216373609885E+001,  2.89694190742467185E+002,  3.13647571397532021E-001,  0.00000000000000000E+000,  3.96092521637360960E+002
1458,  2.43000000000000007E+001,  2.88661712450772370E+002,  2.87501172933354837E+002,  2.92691104616254108E+002,  2.89587145538503364E+002,  2.68098829376669130E+001,  0.00000000000000000E+000,  1.02821105144434355E+002, -7.60062080433728795E+001,  2.89677215900547992E+002,  3.13652168458933622E-001,  0.00000000000000000E+000,  3.96006208043372908E+002
1459,  2.43166666666666664E+001,  2.88645046560913386E+002,  2.87484740497032135E+002,  2.92673758510816072E+002,  2.89570984785421558E+002,  2.68134163898013433E+001,  0.00000000000000000E+000,  1.02738583753809621E+002, -7.59201525183182753E+001,  2.89660302194338954E+002,  3.13656217188145681E-001,  0.00000000000000000E+000,  3.95920152518318275E+002
1460,  2.43333333333333321E+001,  2.88628431848458490E+002,  2.87468355861025941E+002,  2.92656451024488035E+002,  2.89554878621084242E+002,  2.68165158054557935E+001,  0.00000000000000000E+000,  1.02655886361173998E+002, -7.58343551089673724E+001,  2.89643449711695382E+002,  3.13659714425241376E-001,  0.00000000000000000E+000,  3.95834355108967372E+002
1461,  2.43500000000000014E+001,  2.88611868401622189E+002,  2.87452019174990255E+002,  2.92639182132889914E+002,  2.89538826929472634E+002,  2.68191783760352997E+001,  0.00000000000000000E+000,  1.02573010208451777E+002, -7.57488158663709896E+001,  2.89626658540653239E+002,  3.13662657020437885E-001,  0.00000000000000000E+000,  3.95748815866370990E+002
1462,  2.43666666666666671E+001,  2.88595356309285933E+002,  2.87435730588578849E+002,  2.92621951812901557E+002,  2.89522829596175143E+002,  2.68214013210662046E+001,  0.00000000000000000E+000,  1.02489952569880785E+002, -7.56635348457524799E+001,  2.89609928769414182E+002,  3.13665041833597225E-001,  0.00000000000000000E+000,  3.95663534845752451E+002
1463,  2.43833333333333329E+001,  2.88578895660985381E+002,  2.87419490251423667E+002,  2.92604760042642795E+002,  2.89506886508368950E+002,  2.68231818881176132E+001,  0.00000000000000000E+000,  1.02406710751797377E+002, -7.55785121064025134E+001,  2.89593260486329712E+002,  3.13666865733710332E-001,  0.00000000000000000E+000,  3.95578512106402513E+002
1464,  2.43999999999999986E+001,  2.88562486546897105E+002,  2.87403298313113680E+002,  2.92587606801454001E+002,  2.89490997554802561E+002,  2.68245173527116769E+001,  0.00000000000000000E+000,  1.02323282092469100E+002, -7.54937477115718423E+001,  2.89576653779886556E+002,  3.13668125598384029E-001,  0.00000000000000000E+000,  3.95493747711571814E+002
1465,  2.44166666666666679E+001,  2.88546129057825965E+002,  2.87387154923173796E+002,  2.92570492069876650E+002,  2.89475162625777955E+002,  2.68254050182436004E+001,  0.00000000000000000E+000,  1.02239663961890614E+002, -7.54092417283679879E+001,  2.89560108738691383E+002,  3.13668818313334874E-001,  0.00000000000000000E+000,  3.95409241728367988E+002
1466,  2.44333333333333336E+001,  2.88529823285191810E+002,  2.87371060231043884E+002,  2.92553415829634332E+002,  2.89459381613133075E+002,  2.68258422158958005E+001,  0.00000000000000000E+000,  1.02155853761605314E+002, -7.53249942276514020E+001,  2.89543625451456364E+002,  3.13668940771878457E-001,  0.00000000000000000E+000,  3.95324994227651416E+002
1467,  2.44499999999999993E+001,  2.88513569321017201E+002,  2.87355014386058315E+002,  2.92536378063613711E+002,  2.89443654410224269E+002,  2.68258263045602980E+001,  0.00000000000000000E+000,  1.02071848924522214E+002, -7.52410052839327079E+001,  2.89527204006984107E+002,  3.13668489874423417E-001,  0.00000000000000000E+000,  3.95241005283932736E+002
1468,  2.44666666666666650E+001,  2.88497367257915187E+002,  2.87339017537425434E+002,  2.92519378755845764E+002,  2.89427980911908890E+002,  2.68253546707617971E+001,  0.00000000000000000E+000,  1.01987646914734867E+002, -7.51572749752721876E+001,  2.89510844494152991E+002,  3.13667462527961682E-001,  0.00000000000000000E+000,  3.95157274975272173E+002
1469,  2.44833333333333343E+001,  2.88481217189076574E+002,  2.87323069834207161E+002,  2.92502417891487028E+002,  2.89412361014528358E+002,  2.68244247285786237E+001,  0.00000000000000000E+000,  1.01903245227345508E+002, -7.50738033831785287E+001,  2.89494547001902617E+002,  3.13665855645562597E-001,  0.00000000000000000E+000,  3.95073803383178529E+002
1470,  2.45000000000000000E+001,  2.88465119208257818E+002,  2.87307171425299430E+002,  2.92485495456801516E+002,  2.89396794615890599E+002,  2.68230339195631906E+001,  0.00000000000000000E+000,  1.01818641388286082E+002, -7.49905905925103866E+001,  2.89478311619219653E+002,  3.13663666145860665E-001,  0.00000000000000000E+000,  3.94990590592510387E+002
1471,  2.45166666666666657E+001,  2.88449073409769142E+002,  2.87291322459411674E+002,  2.92468611439142364E+002,  2.89381281615253272E+002,  2.68211797126715616E+001,  0.00000000000000000E+000,  1.01733832954149122E+002, -7.49076366913772773E+001,  2.89462138435123563E+002,  3.13660890952553228E-001,  0.00000000000000000E+000,  3.94907636691377263E+002
1472,  2.45333333333333350E+001,  2.88433079888462771E+002,  2.87275523085047610E+002,  2.92451765826933638E+002,  2.89365821913306547E+002,  2.68188596041907630E+001,  0.00000000000000000E+000,  1.01648817512014801E+002, -7.48249417710429157E+001,  2.89446027538651776E+002,  3.13657526993889268E-001,  0.00000000000000000E+000,  3.94824941771042916E+002
1473,  2.45500000000000007E+001,  2.88417138739720770E+002,  2.87259773450485739E+002,  2.92434958609652938E+002,  2.89350415412156622E+002,  2.68160711176628617E+001,  0.00000000000000000E+000,  1.01563592679282124E+002, -7.47425059258285955E+001,  2.89429979018846382E+002,  3.13653571202161419E-001,  0.00000000000000000E+000,  3.94742505925828596E+002
1474,  2.45666666666666664E+001,  2.88401250059443669E+002,  2.87244073703759852E+002,  2.92418189777813211E+002,  2.89335062015308836E+002,  2.68128118038137089E+001,  0.00000000000000000E+000,  1.01478156103503593E+002, -7.46603292530177072E+001,  2.89413992964740089E+002,  3.13649020513192989E-001,  0.00000000000000000E+000,  3.94660329253017721E+002
1475,  2.45833333333333321E+001,  2.88385413944039385E+002,  2.87228423992639989E+002,  2.92401459322945414E+002,  2.89319761627650792E+002,  2.68090792404921494E+001,  0.00000000000000000E+000,  1.01392505462220527E+002, -7.45784118527611781E+001,  2.89398069465341223E+002,  3.13643871865833979E-001,  0.00000000000000000E+000,  3.94578411852761178E+002
1476,  2.46000000000000014E+001,  2.88369630490411112E+002,  2.87212824464613448E+002,  2.92384767237581343E+002,  2.89304514155436323E+002,  2.68048710325893360E+001,  0.00000000000000000E+000,  1.01306638462801999E+002, -7.44967538279842501E+001,  2.89382208609621784E+002,  3.13638122201438996E-001,  0.00000000000000000E+000,  3.94496753827984264E+002
1477,  2.46166666666666671E+001,  2.88353899795946688E+002,  2.87197275266866200E+002,  2.92368113515236359E+002,  2.89289319506268555E+002,  2.68001848119790367E+001,  0.00000000000000000E+000,  1.01220552842286352E+002, -7.44153552842935824E+001,  2.89366410486502275E+002,  3.13631768463363325E-001,  0.00000000000000000E+000,  3.94415355284293582E+002
1478,  2.46333333333333329E+001,  2.88338221958507575E+002,  2.87181776546264132E+002,  2.92351498150392274E+002,  2.89274177589084047E+002,  2.67950182374522576E+001,  0.00000000000000000E+000,  1.01134246367220669E+002, -7.43342163298850522E+001,  2.89350675184838849E+002,  3.13624807596440514E-001,  0.00000000000000000E+000,  3.94334216329885066E+002
1479,  2.46499999999999986E+001,  2.88322597076417537E+002,  2.87166328449334458E+002,  2.92334921138480809E+002,  2.89259088314136079E+002,  2.67893689946501787E+001,  0.00000000000000000E+000,  1.01047716833510123E+002, -7.42533370754535440E+001,  2.89335002793409558E+002,  3.13617236546475164E-001,  0.00000000000000000E+000,  3.94253337075453544E+002
1480,  2.46666666666666679E+001,  2.88307025248452362E+002,  2.87150931122247698E+002,  2.92318382475866599E+002,  2.89244051592979076E+002,  2.67832347960022226E+001,  0.00000000000000000E+000,  1.00960962066252549E+002, -7.41727176341039467E+001,  2.89319393400901561E+002,  3.13609052259706311E-001,  0.00000000000000000E+000,  3.94172717634103947E+002
1481,  2.46833333333333336E+001,  2.88291506573829054E+002,  2.87135584710799492E+002,  2.92301882159830996E+002,  2.89229067338452069E+002,  2.67766133806645428E+001,  0.00000000000000000E+000,  1.00873979919608857E+002, -7.40923581212587123E+001,  2.89303847095896913E+002,  3.13600251682309927E-001,  0.00000000000000000E+000,  3.94092358121258712E+002
1482,  2.46999999999999993E+001,  2.88276041152194864E+002,  2.87120289360392633E+002,  2.92285420188555406E+002,  2.89214135464663173E+002,  2.67695025144553718E+001,  0.00000000000000000E+000,  1.00786768276633822E+002, -7.40122586545733583E+001,  2.89288363966860402E+002,  3.13590831759851085E-001,  0.00000000000000000E+000,  3.94012258654573372E+002
1483,  2.47166666666666650E+001,  2.88260629083617687E+002,  2.87105045216019050E+002,  2.92268996561105553E+002,  2.89199255886973447E+002,  2.67618999898021883E+001,  0.00000000000000000E+000,  1.00699325049135581E+002, -7.39324193538467824E+001,  2.89272944102125791E+002,  3.13580789436777640E-001,  0.00000000000000000E+000,  3.93932419353846797E+002
1484,  2.47333333333333343E+001,  2.88245270468575256E+002,  2.87089852422242529E+002,  2.92252611277414985E+002,  2.89184428521981374E+002,  2.67538036256770155E+001,  0.00000000000000000E+000,  1.00611648177538100E+002, -7.38528403409348329E+001,  2.89257587589883371E+002,  3.13570121655877776E-001,  0.00000000000000000E+000,  3.93852840340934847E+002
1485,  2.47500000000000000E+001,  2.88229965407945258E+002,  2.87074711123180748E+002,  2.92236264338269450E+002,  2.89169653287507231E+002,  2.67452112675417055E+001,  0.00000000000000000E+000,  1.00523735630723351E+002, -7.37735217396652416E+001,  2.89242294518166773E+002,  3.13558825357752757E-001,  0.00000000000000000E+000,  3.93773521739665227E+002
1486,  2.47666666666666657E+001,  2.88214714002995379E+002,  2.87059621462488280E+002,  2.92219955745291145E+002,  2.89154930102577396E+002,  2.67361207872918349E+001,  0.00000000000000000E+000,  1.00435585405903240E+002, -7.36944636757512512E+001,  2.89227064974840346E+002,  3.13546897480279585E-001,  0.00000000000000000E+000,  3.93694463675751251E+002
1487,  2.47833333333333350E+001,  2.88199516355373419E+002,  2.87044583583339261E+002,  2.92203685500923086E+002,  2.89140258887408891E+002,  2.67265300832046009E+001,  0.00000000000000000E+000,  1.00347195528474231E+002, -7.36156662767091916E+001,  2.89211899047586314E+002,  3.13534334958072813E-001,  0.00000000000000000E+000,  3.93615666276709192E+002
1488,  2.48000000000000007E+001,  2.88184372567097341E+002,  2.87029597628410158E+002,  2.92187453608413762E+002,  2.89125639563394373E+002,  2.67164370798763713E+001,  0.00000000000000000E+000,  1.00258564051882743E+002, -7.35371296717730587E+001,  2.89196796823892612E+002,  3.13521134721937267E-001,  0.00000000000000000E+000,  3.93537129671773073E+002
1489,  2.48166666666666664E+001,  2.88169282740546066E+002,  2.87014663739862954E+002,  2.92171260071801839E+002,  2.89111072053086673E+002,  2.67058397281794555E+001,  0.00000000000000000E+000,  1.00169689057482131E+002, -7.34588539918132568E+001,  2.89181758391040375E+002,  3.13507293698326361E-001,  0.00000000000000000E+000,  3.93458853991813271E+002
1490,  2.48333333333333321E+001,  2.88154246978449976E+002,  2.86999782059328254E+002,  2.92155104895900877E+002,  2.89096556280183336E+002,  2.66947360052074316E+001,  0.00000000000000000E+000,  1.00080568654410371E+002, -7.33808393692533940E+001,  2.89166783836090985E+002,  3.13492808808787937E-001,  0.00000000000000000E+000,  3.93380839369253408E+002
1491,  2.48500000000000014E+001,  2.88139265383881025E+002,  2.86984952727888583E+002,  2.92138988086284655E+002,  2.89082092169512237E+002,  2.66831239142198662E+001,  0.00000000000000000E+000,  9.99912009794546179E+001, -7.33030859379895503E+001,  2.89151873245874469E+002,  3.13477676969400598E-001,  0.00000000000000000E+000,  3.93303085937989522E+002
1492,  2.48666666666666671E+001,  2.88124338060244384E+002,  2.86970175886061895E+002,  2.92122909649272003E+002,  2.89067679647015893E+002,  2.66710014846032166E+001,  0.00000000000000000E+000,  9.99015841969128218E+001, -7.32255938333102279E+001,  2.89137026706976940E+002,  3.13461895090226261E-001,  0.00000000000000000E+000,  3.93225593833310199E+002
1493,  2.48833333333333329E+001,  2.88109465111268719E+002,  2.86955451673784978E+002,  2.92106869591912300E+002,  2.89053318639737256E+002,  2.66583667718118065E+001,  0.00000000000000000E+000,  9.98117164984787593E+001, -7.31483631918153208E+001,  2.89122244305728827E+002,  3.13445460074726845E-001,  0.00000000000000000E+000,  3.93148363191815292E+002
1494,  2.48999999999999986E+001,  2.88094646640997439E+002,  2.86940780230397252E+002,  2.92090867921970926E+002,  2.89039009075804472E+002,  2.66452178573285998E+001,  0.00000000000000000E+000,  9.97215961031056963E+001, -7.30713941513381400E+001,  2.89107526128192660E+002,  3.13428368819209047E-001,  0.00000000000000000E+000,  3.93071394151338154E+002
1495,  2.49166666666666679E+001,  2.88079882753779941E+002,  2.86926161694624398E+002,  2.92074904647914650E+002,  2.89024750884416164E+002,  2.66315528486135591E+001,  0.00000000000000000E+000,  9.96312212568905124E+001, -7.29946868508657474E+001,  2.89092872260151069E+002,  3.13410618212229708E-001,  0.00000000000000000E+000,  3.92994686850865719E+002
1496,  2.49333333333333336E+001,  2.88065173554262913E+002,  2.86911596204562557E+002,  2.92058979778897481E+002,  2.89010543995827391E+002,  2.66173698790647002E+001,  0.00000000000000000E+000,  9.95405902329402466E+001, -7.29182414304624587E+001,  2.89078282787095304E+002,  3.13392205134025048E-001,  0.00000000000000000E+000,  3.92918241430462444E+002
1497,  2.49499999999999993E+001,  2.88050519147381578E+002,  2.86897083897661901E+002,  2.92043093324746451E+002,  2.88996388341334409E+002,  2.66026671079685535E+001,  0.00000000000000000E+000,  9.94497013312607834E+001, -7.28420580311913994E+001,  2.89063757794213359E+002,  3.13373126455913864E-001,  0.00000000000000000E+000,  3.92842058031191414E+002
1498,  2.49666666666666650E+001,  2.88035919638351402E+002,  2.86882624910711172E+002,  2.92027245295947750E+002,  2.88982283853260867E+002,  2.65874427204610235E+001,  0.00000000000000000E+000,  9.93585528786375676E+001, -7.27661367950386477E+001,  2.89049297366378141E+002,  3.13353379039702951E-001,  0.00000000000000000E+000,  3.92766136795038619E+002
1499,  2.49833333333333343E+001,  2.88021375132659898E+002,  2.86868219379821710E+002,  2.92011435703632515E+002,  2.88968230464943133E+002,  2.65716949274852290E+001,  0.00000000000000000E+000,  9.92671432285053612E+001, -7.26904778648380443E+001,  2.89034901588136393E+002,  3.13332959737079531E-001,  0.00000000000000000E+000,  3.92690477864838044E+002
1500,  2.50000000000000000E+001,  2.88006885736058109E+002,  2.86853867440411705E+002,  2.91995664559563238E+002,  2.88954228110716087E+002,  2.65554219657501562E+001,  0.00000000000000000E+000,  9.91754707608526331E+001, -7.26150813841939708E+001,  2.89020570543696692E+002,  3.13311865389005684E-001,  0.00000000000000000E+000,  3.92615081384193957E+002
1501,  2.50166666666666657E+001,  2.87992451554552872E+002,  2.86839569227190680E+002,  2.91979931876120304E+002,  2.88940276725899082E+002,  2.65386220976930112E+001,  0.00000000000000000E+000,  9.90835338820882470E+001, -7.25399474974091731E+001,  2.89006304316918602E+002,  3.13290092825090793E-001,  0.00000000000000000E+000,  3.92539947497409173E+002
