step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
1375,  2.29166666666666679E+001,  2.90216675310197900E+002,  2.89017856806792054E+002,  2.94271400621611463E+002,  2.91134382552971203E+002,  2.53448359124514582E+001,  0.00000000000000000E+000,  1.09406671468029117E+002, -8.40570973111789783E+001,  2.91286767574609598E+002,  3.11745962788553155E-001,  0.00000000000000000E+000,  4.04057097311178950E+002
1376,  2.29333333333333336E+001,  2.90195968424694229E+002,  2.88997922585643380E+002,  2.94250588616902235E+002,  2.91113085263652749E+002,  2.53715743659599120E+001,  0.00000000000000000E+000,  1.09325423774342937E+002, -8.39491061388952460E+001,  2.91265025641463808E+002,  3.11782625227861043E-001,  0.00000000000000000E+000,  4.03949106138895218E+002
1377,  2.29499999999999993E+001,  2.90175309434419603E+002,  2.88978026497628946E+002,  2.94229824148078421E+002,  2.91091859825945392E+002,  2.53982225925199998E+001,  0.00000000000000000E+000,  1.09244367887721324E+002, -8.38413970175323300E+001,  2.91243339995740712E+002,  3.11819091072372934E-001,  0.00000000000000000E+000,  4.03841397017532358E+002
1378,  2.29666666666666650E+001,  2.90154698305865736E+002,  2.88958168585672865E+002,  2.94209106989842326E+002,  2.91070705915431915E+002,  2.54247749398283318E+001,  0.00000000000000000E+000,  1.09163497333376498E+002, -8.37339691256617442E+001,  2.91221710644488496E+002,  3.11855354067359980E-001,  0.00000000000000000E+000,  4.03733969125661758E+002
1379,  2.29833333333333343E+001,  2.90134135008091619E+002,  2.88938348895764477E+002,  2.94188436920891604E+002,  2.91049623211256744E+002,  2.54512257993421613E+001,  0.00000000000000000E+000,  1.09082805699454823E+002, -8.36268216610194912E+001,  2.91200137596728894E+002,  3.11891408034094986E-001,  0.00000000000000000E+000,  4.03626821661019505E+002
1380,  2.30000000000000000E+001,  2.90113619512686284E+002,  2.88918567476897579E+002,  2.94167813723866118E+002,  2.91028611396095641E+002,  2.54775696059203511E+001,  0.00000000000000000E+000,  1.09002286636384042E+002, -8.35199538402162034E+001,  2.91178620863427227E+002,  3.11927246868477337E-001,  0.00000000000000000E+000,  4.03519953840216203E+002
1381,  2.30166666666666657E+001,  2.90093151793731749E+002,  2.88898824381010456E+002,  2.94147237185295580E+002,  2.91007670156125641E+002,  2.55038008374833680E+001,  0.00000000000000000E+000,  1.08921933856247165E+002, -8.34133648984476537E+001,  2.91157160457461373E+002,  3.11962864539686580E-001,  0.00000000000000000E+000,  4.03413364898447639E+002
1382,  2.30333333333333350E+001,  2.90072731827766177E+002,  2.88879119662926996E+002,  2.94126707095548113E+002,  2.90986799180994922E+002,  2.55299140146632446E+001,  0.00000000000000000E+000,  1.08841741132153345E+002, -8.33070540892120306E+001,  2.91135756393591862E+002,  3.11998255088852539E-001,  0.00000000000000000E+000,  4.03307054089212045E+002
1383,  2.30500000000000007E+001,  2.90052359593748520E+002,  2.88859453380298021E+002,  2.94106223248779372E+002,  2.90965998163793358E+002,  2.55559037004814122E+001,  0.00000000000000000E+000,  1.08761702297628176E+002, -8.32010206840299276E+001,  2.91114408688432093E+002,  3.12033412627761908E-001,  0.00000000000000000E+000,  4.03201020684029913E+002
1384,  2.30666666666666664E+001,  2.90032035073022882E+002,  2.88839825593544163E+002,  2.94085785442882298E+002,  2.90945266801022683E+002,  2.55817645000125360E+001,  0.00000000000000000E+000,  1.08681811246000166E+002, -8.30952639721678850E+001,  2.91093117360418887E+002,  3.12068331337562066E-001,  0.00000000000000000E+000,  4.03095263972167913E+002
1385,  2.30833333333333321E+001,  2.90011758249283048E+002,  2.88820236365799303E+002,  2.94065393479437887E+002,  2.90924604792567493E+002,  2.56074910600589618E+001,  0.00000000000000000E+000,  1.08602061929815477E+002, -8.29897832603666785E+001,  2.91071882429783614E+002,  3.12103005467511574E-001,  0.00000000000000000E+000,  4.02989783260366664E+002
1386,  2.31000000000000014E+001,  2.89991529108539169E+002,  2.88800685762854812E+002,  2.94045047163666140E+002,  2.90904011841665636E+002,  2.56330780688476665E+001,  0.00000000000000000E+000,  1.08522448360251786E+002, -8.28845778725723932E+001,  2.91050703918522174E+002,  3.12137429333738781E-001,  0.00000000000000000E+000,  4.02884577872572379E+002
1387,  2.31166666666666671E+001,  2.89971347639083092E+002,  2.88781173853104463E+002,  2.94024746304378539E+002,  2.90883487654879787E+002,  2.56585202557053087E+001,  0.00000000000000000E+000,  1.08442964606542020E+002, -8.27796471496722575E+001,  2.91029581850367833E+002,  3.12171597318012584E-001,  0.00000000000000000E+000,  4.02779647149672257E+002
1388,  2.31333333333333329E+001,  2.89951213831455334E+002,  2.88761700707490377E+002,  2.94004490713929840E+002,  2.90863031942068289E+002,  2.56838123907643983E+001,  0.00000000000000000E+000,  1.08363604795402580E+002, -8.26749904492332632E+001,  2.91008516250761431E+002,  3.12205503866555489E-001,  0.00000000000000000E+000,  4.02674990449233292E+002
1389,  2.31499999999999986E+001,  2.89931127678411826E+002,  2.88742266399449591E+002,  2.93984280208172095E+002,  2.90842644416356961E+002,  2.57089492846562813E+001,  0.00000000000000000E+000,  1.08284363110484676E+002, -8.25706071452438692E+001,  2.90987507146824441E+002,  3.12239143488857673E-001,  0.00000000000000000E+000,  4.02570607145243855E+002
1390,  2.31666666666666679E+001,  2.89911089174891970E+002,  2.88722871004861361E+002,  2.93964114606407918E+002,  2.90822324794110386E+002,  2.57339257882236225E+001,  0.00000000000000000E+000,  1.08205233791825336E+002, -8.24664966278611047E+001,  2.90966554567330377E+002,  3.12272510756513633E-001,  0.00000000000000000E+000,  4.02466496627861090E+002
1391,  2.31833333333333336E+001,  2.89891098317986120E+002,  2.88703514601995380E+002,  2.93943993731345472E+002,  2.90802072794904120E+002,  2.57587367922234023E+001,  0.00000000000000000E+000,  1.08126211135302128E+002, -8.23626583031583550E+001,  2.90945658542677734E+002,  3.12305600302085928E-001,  0.00000000000000000E+000,  4.02362658303158355E+002
1392,  2.31999999999999993E+001,  2.89871155106904325E+002,  2.88684197271460619E+002,  2.93923917409053161E+002,  2.90781888141496211E+002,  2.57833772270515631E+001,  0.00000000000000000E+000,  1.08047289492105477E+002, -8.22590915928793009E+001,  2.90924819104862252E+002,  3.12338406817978032E-001,  0.00000000000000000E+000,  4.02259091592879315E+002
1393,  2.32166666666666650E+001,  2.89851259542945286E+002,  2.88664919096154449E+002,  2.93903885468915405E+002,  2.90761770559799913E+002,  2.58078420624606437E+001,  0.00000000000000000E+000,  1.07968463268212062E+002, -8.21557959341930655E+001,  2.90904036287450140E+002,  3.12370925055333204E-001,  0.00000000000000000E+000,  4.02155795934193065E+002
1394,  2.32333333333333343E+001,  2.89831411629465265E+002,  2.88645680161213477E+002,  2.93883897743589216E+002,  2.90741719778855781E+002,  2.58321263072833354E+001,  0.00000000000000000E+000,  1.07889726923880133E+002, -8.20527707794532688E+001,  2.90883310125551191E+002,  3.12403149822941928E-001,  0.00000000000000000E+000,  4.02052770779453283E+002
1395,  2.32500000000000000E+001,  2.89811611371848414E+002,  2.88626480553964086E+002,  2.93863954068960709E+002,  2.90721735530804096E+002,  2.58562250091701067E+001,  0.00000000000000000E+000,  1.07811074973134012E+002, -8.19500155959606218E+001,  2.90862640655792120E+002,  3.12435075986176924E-001,  0.00000000000000000E+000,  4.01950015595960622E+002
1396,  2.32666666666666657E+001,  2.89791858777476477E+002,  2.88607320363874123E+002,  2.93844054284102697E+002,  2.90701817550858038E+002,  2.58801332543194214E+001,  0.00000000000000000E+000,  1.07732501983264612E+002, -8.18475298657285322E+001,  2.90842027916290419E+002,  3.12466698465936388E-001,  0.00000000000000000E+000,  4.01847529865728518E+002
1397,  2.32833333333333350E+001,  2.89772153855699401E+002,  2.88588199682505319E+002,  2.93824198231232629E+002,  2.90681965577276230E+002,  2.59038461672184681E+001,  0.00000000000000000E+000,  1.07654002574343608E+002, -8.17453130852512828E+001,  2.90821471946628265E+002,  3.12498012237609701E-001,  0.00000000000000000E+000,  4.01745313085251269E+002
1398,  2.33000000000000007E+001,  2.89752496617806571E+002,  2.88569118603466052E+002,  2.93804385755671262E+002,  2.90662179351335908E+002,  2.59273589103916677E+001,  0.00000000000000000E+000,  1.07575571418736757E+002, -8.16433647652757344E+001,  2.90800972787826652E+002,  3.12529012330060640E-001,  0.00000000000000000E+000,  4.01643364765275749E+002
1399,  2.33166666666666664E+001,  2.89732887076997940E+002,  2.88550077222364905E+002,  2.93784616705801398E+002,  2.90642458617306374E+002,  2.59506666841481035E+001,  0.00000000000000000E+000,  1.07497203240629347E+002, -8.15416844305761686E+001,  2.90780530482319591E+002,  3.12559693824622897E-001,  0.00000000000000000E+000,  4.01541684430576197E+002
1400,  2.33333333333333321E+001,  2.89713325248355716E+002,  2.88531075636765081E+002,  2.93764890933027971E+002,  2.90622803122422113E+002,  2.59737647263326430E+001,  0.00000000000000000E+000,  1.07418892815555481E+002, -8.14402716197307797E+001,  2.90760145073929095E+002,  3.12590051854103601E-001,  0.00000000000000000E+000,  4.01440271619730765E+002
1401,  2.33500000000000014E+001,  2.89693811148816621E+002,  2.88512113946138811E+002,  2.93745208291737640E+002,  2.90603212616856808E+002,  2.59966483120881051E+001,  0.00000000000000000E+000,  1.07340634969935891E+002, -8.13391258849030834E+001,  2.90739816607839771E+002,  3.12620081601824695E-001,  0.00000000000000000E+000,  4.01339125884903069E+002
1402,  2.33666666666666671E+001,  2.89674344797144101E+002,  2.88493192251823302E+002,  2.93725568639259791E+002,  2.90583686853696804E+002,  2.60193127536131001E+001,  0.00000000000000000E+000,  1.07262424580624355E+002, -8.12382467916246753E+001,  2.90719545130574090E+002,  3.12649778300653769E-001,  0.00000000000000000E+000,  4.01238246791624647E+002
1403,  2.33833333333333329E+001,  2.89654926213901661E+002,  2.88474310656976456E+002,  2.93705971835827427E+002,  2.90564225588915235E+002,  2.60417533999329187E+001,  0.00000000000000000E+000,  1.07184256574461429E+002, -8.11376339185806899E+001,  2.90699330689967383E+002,  3.12679137232071969E-001,  0.00000000000000000E+000,  4.01137633918580718E+002
1404,  2.33999999999999986E+001,  2.89635555421425693E+002,  2.88455469266533555E+002,  2.93686417744538858E+002,  2.90544828581345939E+002,  2.60639656366657917E+001,  0.00000000000000000E+000,  1.07106125927830249E+002, -8.10372868573990246E+001,  2.90679173335143560E+002,  3.12708153725234306E-001,  0.00000000000000000E+000,  4.01037286857399010E+002
1405,  2.34166666666666679E+001,  2.89616232443798765E+002,  2.88436668187164400E+002,  2.93666906231319899E+002,  2.90525495592658046E+002,  2.60859448857977227E+001,  0.00000000000000000E+000,  1.07028027666222840E+002, -8.09372052124416683E+001,  2.90659073116490958E+002,  3.12736823156067156E-001,  0.00000000000000000E+000,  4.00937205212441654E+002
1406,  2.34333333333333336E+001,  2.89596957306823811E+002,  2.88417907527231137E+002,  2.93647437164886355E+002,  2.90506226387330230E+002,  2.61076866054581203E+001,  0.00000000000000000E+000,  1.06949956863809845E+002, -8.08373886005981745E+001,  2.90639030085638410E+002,  3.12765140946356102E-001,  0.00000000000000000E+000,  4.00837388600598160E+002
1407,  2.34499999999999993E+001,  2.89577730037998947E+002,  2.88399187396746754E+002,  2.93628010416706843E+002,  2.90487020732625297E+002,  2.61291862897118641E+001,  0.00000000000000000E+000,  1.06871908643025066E+002, -8.07378366510830716E+001,  2.90619044295430172E+002,  3.12793102562875569E-001,  0.00000000000000000E+000,  4.00737836651083057E+002
1408,  2.34666666666666650E+001,  2.89558550666490817E+002,  2.88380507907333651E+002,  2.93608625860966640E+002,  2.90467878398565119E+002,  2.61504394683290577E+001,  0.00000000000000000E+000,  1.06793878174140914E+002, -8.06385490052343812E+001,  2.90599115799904382E+002,  3.12820703516490384E-001,  0.00000000000000000E+000,  4.00638549005234381E+002
1409,  2.34833333333333343E+001,  2.89539419223110087E+002,  2.88361869172183276E+002,  2.93589283374531476E+002,  2.90448799157905398E+002,  2.61714417065838454E+001,  0.00000000000000000E+000,  1.06715860674866548E+002, -8.05395253163151210E+001,  2.90579244654267825E+002,  3.12847939361325600E-001,  0.00000000000000000E+000,  4.00539525316315121E+002
1410,  2.35000000000000000E+001,  2.89520335740287010E+002,  2.88343271306015879E+002,  2.93569982836911834E+002,  2.90429782786110877E+002,  2.61921886050462227E+001,  0.00000000000000000E+000,  1.06637851409939771E+002, -8.04407652493184173E+001,  2.90559430914873417E+002,  3.12874805693892311E-001,  0.00000000000000000E+000,  4.00440765249318417E+002
1411,  2.35166666666666657E+001,  2.89501300252046065E+002,  2.88324714425041350E+002,  2.93550724130227820E+002,  2.90410829061330560E+002,  2.62126757993746935E+001,  0.00000000000000000E+000,  1.06559845690732914E+002, -8.03422684807730718E+001,  2.90539674639197131E+002,  3.12901298152264307E-001,  0.00000000000000000E+000,  4.00342268480773100E+002
1412,  2.35333333333333350E+001,  2.89482312793982544E+002,  2.88306198646919711E+002,  2.93531507139174494E+002,  2.90391937764373210E+002,  2.62328989601190408E+001,  0.00000000000000000E+000,  1.06481838874859633E+002, -8.02440346985529658E+001,  2.90519975885815256E+002,  3.12927412415256401E-001,  0.00000000000000000E+000,  4.00244034698552980E+002
1413,  2.35500000000000007E+001,  2.89463373403238165E+002,  2.88287724090723088E+002,  2.93512331750987471E+002,  2.90373108678682740E+002,  2.62528537925174490E+001,  0.00000000000000000E+000,  1.06403826365785363E+002, -8.01460636016884109E+001,  2.90500334714381609E+002,  3.12953144201602862E-001,  0.00000000000000000E+000,  4.00146063601688411E+002
1414,  2.35666666666666664E+001,  2.89444482118477936E+002,  2.88269290876897230E+002,  2.93493197855408937E+002,  2.90354341590313879E+002,  2.62725360363120082E+001,  0.00000000000000000E+000,  1.06325803612453825E+002, -8.00483549001799872E+001,  2.90480751185604674E+002,  3.12978489269168880E-001,  0.00000000000000000E+000,  4.00048354900180016E+002
1415,  2.35833333333333321E+001,  2.89425638979866335E+002,  2.88250899127224500E+002,  2.93474105344654163E+002,  2.90335636287908471E+002,  2.62919414655490868E+001,  0.00000000000000000E+000,  1.06247766108907001E+002, -7.99509083148143702E+001,  2.90461225361226127E+002,  3.13003443414149041E-001,  0.00000000000000000E+000,  3.99950908314814342E+002
1416,  2.36000000000000014E+001,  2.89406844029044748E+002,  2.88232548964786361E+002,  2.93455054113378594E+002,  2.90316992562671032E+002,  2.63110658883935251E+001,  0.00000000000000000E+000,  1.06169709393920698E+002, -7.98537235769817784E+001,  2.90441757303998259E+002,  3.13028002470298883E-001,  0.00000000000000000E+000,  3.99853723576981793E+002
1417,  2.36166666666666671E+001,  2.89388097309108446E+002,  2.88214240513927052E+002,  2.93436044058644711E+002,  2.90298410208345103E+002,  2.63299051469487928E+001,  0.00000000000000000E+000,  1.06091629050630331E+002, -7.97568004284981100E+001,  2.90422347077662096E+002,  3.13052162308164073E-001,  0.00000000000000000E+000,  3.99756800428498082E+002
1418,  2.36333333333333329E+001,  2.89369398864584468E+002,  2.88195973900217439E+002,  2.93417075079890196E+002,  2.90279889021189717E+002,  2.63484551170706354E+001,  0.00000000000000000E+000,  1.06013520706183826E+002, -7.96601386214257161E+001,  2.90402994746925572E+002,  3.13075918834320677E-001,  0.00000000000000000E+000,  3.99660138621425745E+002
1419,  2.36499999999999986E+001,  2.89350748741409063E+002,  2.88177749250419367E+002,  2.93398147078895704E+002,  2.90261428799955638E+002,  2.63667117081888946E+001,  0.00000000000000000E+000,  1.05935380031382749E+002, -7.95637379178993314E+001,  2.90383700377442665E+002,  3.13099267990628871E-001,  0.00000000000000000E+000,  3.99563737917899346E+002
1420,  2.36666666666666679E+001,  2.89332146986906253E+002,  2.88159566692450483E+002,  2.93379259959753199E+002,  2.90243029345861999E+002,  2.63846708631371953E+001,  0.00000000000000000E+000,  1.05857202740332681E+002, -7.94675980899529293E+001,  2.90364464035791173E+002,  3.13122205753503857E-001,  0.00000000000000000E+000,  3.99467598089952958E+002
1421,  2.36833333333333336E+001,  2.89313593649765664E+002,  2.88141426355349381E+002,  2.93360413628834863E+002,  2.90224690462573335E+002,  2.64023285579731422E+001,  0.00000000000000000E+000,  1.05778984590099412E+002, -7.93717189193477139E+001,  2.90345285789451736E+002,  3.13144728133177508E-001,  0.00000000000000000E+000,  3.99371718919347700E+002
1422,  2.36999999999999993E+001,  2.89295088780021558E+002,  2.88123328369241221E+002,  2.93341607994762569E+002,  2.90206411956176225E+002,  2.64196808018123335E+001,  0.00000000000000000E+000,  1.05700721380374048E+002, -7.92761001974039630E+001,  2.90326165706787549E+002,  3.13166831172983329E-001,  0.00000000000000000E+000,  3.99276100197403935E+002
1423,  2.37166666666666650E+001,  2.89276632429031679E+002,  2.88105272865304187E+002,  2.93322842968376790E+002,  2.90188193635156267E+002,  2.64367236366619345E+001,  0.00000000000000000E+000,  1.05622408953133288E+002, -7.91807417248338368E+001,  2.90307103857022412E+002,  3.13188510948652521E-001,  0.00000000000000000E+000,  3.99180741724833865E+002
1424,  2.37333333333333343E+001,  2.89258224649456167E+002,  2.88087259975735606E+002,  2.93304118462706867E+002,  2.90170035310375852E+002,  2.64534531372543178E+001,  0.00000000000000000E+000,  1.05544043192315186E+002, -7.90856433115763480E+001,  2.90288100310220841E+002,  3.13209763567612764E-001,  0.00000000000000000E+000,  3.99085643311576348E+002
1425,  2.37500000000000000E+001,  2.89239865495237268E+002,  2.88069289833719040E+002,  2.93285434392941113E+002,  2.90151936795050631E+002,  2.64698654108876283E+001,  0.00000000000000000E+000,  1.05465620023491283E+002, -7.89908047766346755E+001,  2.90269155137267376E+002,  3.13230585168291276E-001,  0.00000000000000000E+000,  3.98990804776634661E+002
1426,  2.37666666666666657E+001,  2.89221555021578581E+002,  2.88051362573391600E+002,  2.93266790676397591E+002,  2.90133897904727860E+002,  2.64859565972634812E+001,  0.00000000000000000E+000,  1.05387135413547895E+002, -7.88962259479140187E+001,  2.90250268409846171E+002,  3.13250971919438348E-001,  0.00000000000000000E+000,  3.98896225947913990E+002
1427,  2.37833333333333350E+001,  2.89203293284925621E+002,  2.88033478329811771E+002,  2.93248187232494502E+002,  2.90115918457263263E+002,  2.65017228683374384E+001,  0.00000000000000000E+000,  1.05308585370371190E+002, -7.88019066620632742E+001,  2.90231440200420593E+002,  3.13270920019452781E-001,  0.00000000000000000E+000,  3.98801906662063288E+002
1428,  2.38000000000000007E+001,  2.89185080342944786E+002,  2.88015637238927411E+002,  2.93229623982721989E+002,  2.90097998272799487E+002,  2.65171604281547637E+001,  0.00000000000000000E+000,  1.05229965942530782E+002, -7.87078467643184467E+001,  2.90212670582214116E+002,  3.13290425695709807E-001,  0.00000000000000000E+000,  3.98707846764318447E+002
1429,  2.38166666666666664E+001,  2.89166916254505168E+002,  2.87997839437544371E+002,  2.93211100850613263E+002,  2.90080137173743481E+002,  2.65322655127100440E+001,  0.00000000000000000E+000,  1.05151273218983022E+002, -7.86140461083443398E+001,  2.90193959629189067E+002,  3.13309485203911886E-001,  0.00000000000000000E+000,  3.98614046108344326E+002
1430,  2.38333333333333321E+001,  2.89148801079657858E+002,  2.87980085063295292E+002,  2.93192617761716804E+002,  2.90062334984744780E+002,  2.65470343897906069E+001,  0.00000000000000000E+000,  1.05072503328760178E+002, -7.85205045560844184E+001,  2.90175307416028318E+002,  3.13328094827428183E-001,  0.00000000000000000E+000,  3.98520504556084404E+002
1431,  2.38500000000000014E+001,  2.89130734879617421E+002,  2.87962374254609074E+002,  2.93174174643568222E+002,  2.90044591532673621E+002,  2.65614633588332723E+001,  0.00000000000000000E+000,  1.04993652440675149E+002, -7.84272219776062798E+001,  2.90156714018114883E+002,  3.13346250876657018E-001,  0.00000000000000000E+000,  3.98427221977606280E+002
1432,  2.38666666666666671E+001,  2.89112717716743020E+002,  2.87944707150680301E+002,  2.93155771425663033E+002,  2.90026906646599343E+002,  2.65755487507799941E+001,  0.00000000000000000E+000,  1.04914716763023520E+002, -7.83341982509527952E+001,  2.90138179511512931E+002,  3.13363949688389265E-001,  0.00000000000000000E+000,  3.98334198250952795E+002
1433,  2.38833333333333329E+001,  2.89094749654519376E+002,  2.87927083891439338E+002,  2.93137408039429317E+002,  2.90009280157768444E+002,  2.65892869279401900E+001,  0.00000000000000000E+000,  1.04835692543303736E+002, -7.82414332619929382E+001,  2.90119703972948173E+002,  3.13381187625178859E-001,  0.00000000000000000E+000,  3.98241433261992938E+002
1434,  2.38999999999999986E+001,  2.89076830757538119E+002,  2.87909504617522657E+002,  2.93119084418200885E+002,  2.89991711899583834E+002,  2.66026742838392316E+001,  0.00000000000000000E+000,  1.04756576067915020E+002, -7.81489269042762373E+001,  2.90101287479789448E+002,  3.13397961074711962E-001,  0.00000000000000000E+000,  3.98148926904276209E+002
1435,  2.39166666666666679E+001,  2.89058961091480001E+002,  2.87891969470243566E+002,  2.93100800497190619E+002,  2.89974201707582893E+002,  2.66157072430972050E+001,  0.00000000000000000E+000,  1.04677363661893153E+002, -7.80566790788855371E+001,  2.90082930110029167E+002,  3.13414266449204726E-001,  0.00000000000000000E+000,  3.98056679078885509E+002
1436,  2.39333333333333336E+001,  2.89041140723096589E+002,  2.87874478591563388E+002,  2.93082556213464386E+002,  2.89956749419416724E+002,  2.66283822612824608E+001,  0.00000000000000000E+000,  1.04598051688614575E+002, -7.79646896942971779E+001,  2.90064631942265066E+002,  3.13430100184782012E-001,  0.00000000000000000E+000,  3.97964689694297192E+002
1437,  2.39499999999999993E+001,  2.89023369720192079E+002,  2.87857032124062641E+002,  2.93064351505914772E+002,  2.89939354874828950E+002,  2.66406958247850163E+001,  0.00000000000000000E+000,  1.04518636549539693E+002, -7.78729586662350641E+001,  2.90046393055681165E+002,  3.13445458740882310E-001,  0.00000000000000000E+000,  3.97872958666235036E+002
1438,  2.39666666666666650E+001,  2.89005648151606010E+002,  2.87839630210912958E+002,  2.93046186315235389E+002,  2.89922017915634797E+002,  2.66526444506810734E+001,  0.00000000000000000E+000,  1.04439114683926945E+002, -7.77814859175337290E+001,  2.90028213530029404E+002,  3.13460338599649724E-001,  0.00000000000000000E+000,  3.97781485917533701E+002
1439,  2.39833333333333343E+001,  2.88987976087195875E+002,  2.87822272995848834E+002,  2.93028060583895638E+002,  2.89904738385700341E+002,  2.66642246866126982E+001,  0.00000000000000000E+000,  1.04359482568573085E+002, -7.76902713779987266E+001,  2.90010093445611517E+002,  3.13474736265354215E-001,  0.00000000000000000E+000,  3.97690271377998727E+002
1440,  2.40000000000000000E+001,  2.88970353597819326E+002,  2.87804960623140460E+002,  2.93009974256115527E+002,  2.89887516130921995E+002,  2.66754331106494256E+001,  0.00000000000000000E+000,  1.04279736717552069E+002, -7.75993149842693981E+001,  2.89992032883260663E+002,  3.13488648263792524E-001,  0.00000000000000000E+000,  3.97599314984269427E+002
1441,  2.40166666666666657E+001,  2.88952780755317576E+002,  2.87787693237566089E+002,  2.92991927277840432E+002,  2.89870350999205868E+002,  2.66862663311764052E+001,  0.00000000000000000E+000,  1.04199873681947679E+002, -7.75086166796836835E+001,  2.89974031924323697E+002,  3.13502071141714411E-001,  0.00000000000000000E+000,  3.97508616679683655E+002
1442,  2.40333333333333350E+001,  2.88935257632498576E+002,  2.87770470984385156E+002,  2.92973919596716939E+002,  2.89853242840447422E+002,  2.66967209867651398E+001,  0.00000000000000000E+000,  1.04119890049606795E+002, -7.74181764141440283E+001,  2.89956090650642750E+002,  3.13515001466246335E-001,  0.00000000000000000E+000,  3.97418176414144000E+002
1443,  2.40500000000000007E+001,  2.88917784303120129E+002,  2.87753294009311617E+002,  2.92955951162068231E+002,  2.89836191506511113E+002,  2.67067937460547746E+001,  0.00000000000000000E+000,  1.04039782444879592E+002, -7.73279941439860323E+001,  2.89938209144537780E+002,  3.13527435824319634E-001,  0.00000000000000000E+000,  3.97327994143986018E+002
1444,  2.40666666666666664E+001,  2.88900360841873351E+002,  2.87736162458487399E+002,  2.92938021924869872E+002,  2.89819196851210393E+002,  2.67164813076340124E+001,  0.00000000000000000E+000,  1.03959547528372198E+002, -7.72380698318451380E+001,  2.89920387488788833E+002,  3.13539370822099428E-001,  0.00000000000000000E+000,  3.97238069831845110E+002
1445,  2.40833333333333321E+001,  2.88882987324366582E+002,  2.87719076478456600E+002,  2.92920131837726387E+002,  2.89802258730287633E+002,  2.67257803999242221E+001,  0.00000000000000000E+000,  1.03879181996701547E+002, -7.71484034465296276E+001,  2.89902625766619167E+002,  3.13550803084425178E-001,  0.00000000000000000E+000,  3.97148403446529642E+002
1446,  2.41000000000000014E+001,  2.88865663827109358E+002,  2.87702036216139447E+002,  2.92902280854847220E+002,  2.89785377001394124E+002,  2.67346877810688781E+001,  0.00000000000000000E+000,  1.03798682582253221E+002, -7.70589949628911484E+001,  2.89884924061676600E+002,  3.13561729254262900E-001,  0.00000000000000000E+000,  3.97058994962891120E+002
1447,  2.41166666666666671E+001,  2.88848390427496099E+002,  2.87685041818806894E+002,  2.92884468932023765E+002,  2.89768551524070574E+002,  2.67432002388121823E+001,  0.00000000000000000E+000,  1.03718046052942057E+002, -7.69698443616985344E+001,  2.89867282458017712E+002,  3.13572145992131845E-001,  0.00000000000000000E+000,  3.96969844361698506E+002
1448,  2.41333333333333329E+001,  2.88831167203790812E+002,  2.87668093434055493E+002,  2.92866696026606178E+002,  2.89751782159727270E+002,  2.67513145903993319E+001,  0.00000000000000000E+000,  1.03637269211974655E+002, -7.68809516295122251E+001,  2.89849701040089883E+002,  3.13582049975575650E-001,  0.00000000000000000E+000,  3.96880951629512197E+002
1449,  2.41499999999999986E+001,  2.88813994235111124E+002,  2.87651191209782439E+002,  2.92848962097480467E+002,  2.89735068771624583E+002,  2.67590276824562281E+001,  0.00000000000000000E+000,  1.03556348897619415E+002, -7.67923167585607445E+001,  2.89832179892715033E+002,  3.13591437898598280E-001,  0.00000000000000000E+000,  3.96792316758560730E+002
1450,  2.41666666666666679E+001,  2.88796871601413670E+002,  2.87634335294160508E+002,  2.92831267105045697E+002,  2.89718411224853412E+002,  2.67663363908960612E+001,  0.00000000000000000E+000,  1.03475281982974508E+002, -7.67039397466175217E+001,  2.89814719101071546E+002,  3.13600306471143786E-001,  0.00000000000000000E+000,  3.96703939746617493E+002
1451,  2.41833333333333336E+001,  2.88779799383477780E+002,  2.87617525835614288E+002,  2.92813611011192222E+002,  2.89701809386316313E+002,  2.67732376207992324E+001,  0.00000000000000000E+000,  1.03394065375738492E+002, -7.66158205968807096E+001,  2.89797318750679210E+002,  3.13608652418530309E-001,  0.00000000000000000E+000,  3.96615820596880724E+002
1452,  2.41999999999999993E+001,  2.88762777662891551E+002,  2.87600762982795629E+002,  2.92795993779279058E+002,  2.89685263124707831E+002,  2.67797283063216724E+001,  0.00000000000000000E+000,  1.03312696017994526E+002, -7.65279593178525204E+001,  2.89779978927381705E+002,  3.13616472480939434E-001,  0.00000000000000000E+000,  3.96527959317852492E+002
1453,  2.42166666666666650E+001,  2.88745806522036162E+002,  2.87584046884559939E+002,  2.92778415374112228E+002,  2.89668772310495797E+002,  2.67858054105856809E+001,  0.00000000000000000E+000,  1.03231170885984938E+002, -7.64403559232202667E+001,  2.89762699717330179E+002,  3.13623763412874179E-001,  0.00000000000000000E+000,  3.96440355923220295E+002
1454,  2.42333333333333343E+001,  2.88728886044071601E+002,  2.87567377689942475E+002,  2.92760875761922819E+002,  2.89652336815902288E+002,  2.67914659255829442E+001,  0.00000000000000000E+000,  1.03149486989895905E+002, -7.63530104317396052E+001,  2.89745481206967099E+002,  3.13630521982623367E-001,  0.00000000000000000E+000,  3.96353010431739619E+002
1455,  2.42500000000000000E+001,  2.88712016312922344E+002,  2.87550755548134987E+002,  2.92743374910346006E+002,  2.89635956514884867E+002,  2.67967068720749175E+001,  0.00000000000000000E+000,  1.03067641373635439E+002, -7.62659228671187890E+001,  2.89728323483010513E+002,  3.13636744971746761E-001,  0.00000000000000000E+000,  3.96265922867118775E+002
